recordIdentifier,title,date,senders,receivers,mentioned,genre
DE-611-HS-3600077,"Brief von Victor Frederick Weisskopf von Eidgenössische Technische Hochschule Zürich. Physikalisches Institut an Werner Heisenberg, 03.05.1934",1934-05-03,"Weisskopf, Victor Frederick (1908-2002); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut","Heisenberg, Werner (1901-1976)","Dirac, P. A. M. (1902-1984)",Brief
DE-611-HS-3600086,"Brief von Victor Frederick Weisskopf an Werner Heisenberg, 16.05.1934",1934-05-16,"Weisskopf, Victor Frederick (1908-2002)","Heisenberg, Werner (1901-1976)","Dirac, P. A. M. (1902-1984)",Brief
DE-611-HS-3600123,"Brief von Victor Frederick Weisskopf und Wolfgang Pauli von Eidgenössische Technische Hochschule Zürich. Physikalisches Institut an Werner Heisenberg, 21.09.1934",1934-09-21,"Weisskopf, Victor Frederick (1908-2002); Pauli, Wolfgang (1900-1958); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut","Heisenberg, Werner (1901-1976)","Waller, Ivar (1898-1991)",Brief
DE-611-HS-3600144,"Brief von Victor Frederick Weisskopf von Eidgenössische Technische Hochschule Zürich. Physikalisches Institut an Werner Heisenberg, 13.10.1934",1934-10-13,"Weisskopf, Victor Frederick (1908-2002); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3600396,"Brief von Victor Frederick Weisskopf an J. Robert Oppenheimer, 09.02.1935",1935-02-09,"Weisskopf, Victor Frederick (1908-2002)","Oppenheimer, J. Robert (1904-1967)","Nedelsky, Leo (1903-2006)",Brief
DE-611-HS-3601564,"Brief von Friedrich Plutzar von Deutsches Reich. Reichskommissar für die Besetzten Niederländischen Gebiete an Werner Heisenberg an Generalverwaltung der Kaiser-Wilhelm-Gesellschaft, 1900",1900,"Plutzar, Friedrich; Deutsches Reich. Reichskommissar für die Besetzten Niederländischen Gebiete (1940-1945)","Heisenberg, Werner (1901-1976); Generalverwaltung der Kaiser-Wilhelm-Gesellschaft",,Brief
DE-611-HS-3587212,"Brief von Rolf van Leyden an Werner Heisenberg, 18.09.1931",1931-09-18,"Leyden, Rolf van","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3592451,"Brief von Ernst Sander an Max-Planck-Gesellschaft zur Förderung der Wissenschaften, 21.04.1858",1858-04-21,"Sander, Ernst",Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-),,Brief
DE-611-HS-3592487,"Brief von Kurt Pfuhl von Max-Planck-Gesellschaft zur Förderung der Wissenschaften an Helmut Glaser an Max-Planck-Institut für Strömungsforschung (Göttingen), 24.04.1858",1858-04-24,"Pfuhl, Kurt; Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)","Glaser, Helmut (1906-1985); Max-Planck-Institut für Strömungsforschung (Göttingen) (1946-2004)","Sander, Ernst",Brief
DE-611-HS-3534272,"Brief von Karl-Heinz Fleitmann an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 10.06.1872 [[1972]]",1872-06-10,"Fleitmann, Karl-Heinz [vermutlich]","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)",,Brief
DE-611-HS-3688470,"Brief von Arnold Sommerfeld an Werner Heisenberg, 16.07.1937",1937-07-16,"Sommerfeld, Arnold (1868-1951)","Heisenberg, Werner (1901-1976)","Kienle, Hans (1895-1975); Ten Bruggencate, Paul (1901-1961); Unsöld, Albrecht (1905-1995); Baade, Walter (1893-1960); Hellerich, Johannes (1888-1963); Temple, George Frederick James",Brief
DE-611-HS-3550574,"Brief von Nelson O. Chipchin von USA. Consulate General (München) an Werner Heisenberg, 1900",1900,"Chipchin, Nelson O. (1911-1997); USA. Consulate General (München)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3877703,"Brief von Yoshio Nishina, Yoshio Fujioka und Yoshikatsu Sugiura an Werner Heisenberg, 06.10.1932",1932-10-06,"Nishina, Yoshio; Fujioka, Yoshio (1903-1976) [vermutlich]; Sugiura, Yoshikatsu","Heisenberg, Werner (1901-1976) [vermutlich]","Umeda, Kwai [vermutlich]",Brief
DE-611-HS-3493963,"Brief von Otto Wolfgang Bechtle von Bechtle-Verlag (Esslingen) an Werner Heisenberg, 23.11.1923",1923-11-23,"Bechtle, Otto Wolfgang (1918-2012); Bechtle-Verlag (Esslingen) (1868-)","Heisenberg, Werner (1901-1976)","Einstein, Albert (1879-1955); Clark, Ronald W. (1916-1987); Niebling, Georg",Brief
DE-611-HS-3498565,"Brief von Theodor Bersin an Werner Heisenberg, 21.07.1920 [mutmaßl. 21.7.1942]",1920-07-21,"Bersin, Theodor","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3503118,"Brief von Kaiser-Wilhelm-Institut für Physikalische Forschung. Direktion. Sekretariat an Deutsche Kongress-Zentrale (Berlin), 1900",1900,Kaiser-Wilhelm-Institut für Physikalische Forschung. Direktion. Sekretariat,Deutsche Kongress-Zentrale (Berlin),,Brief
DE-611-HS-3486650,"Brief von Gustav Abb und Ludwig Bieberbach von Universitäts-Bibliothek Berlin an Friedrich-Wilhelms-Universität Berlin, 10.1938 [Oktober 1938]",1938-10,"Abb, Gustav (1886-1945); Bieberbach, Ludwig (1886-1982); Universitäts-Bibliothek Berlin (1831-1946)",Friedrich-Wilhelms-Universität Berlin (1828-1946),,Brief
DE-611-HS-3636682,"Brief von Bartel L. van der Waerden an Werner Heisenberg, 11.05.1934",1934-05-11,"Waerden, Bartel L. van der (1903-1996)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3805540,"Brief von Werner Heisenberg an Rolf Wägele, 26.08.1927",1927-08-26,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805547,"Brief von Werner Heisenberg an Rolf Wägele, 04.05.1928",1928-05-04,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805554,"Brief von Werner Heisenberg an Rolf Wägele, 06.12.1928",1928-12-06,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805802,"Brief von Werner Heisenberg an Rolf Wägele, 22.10.1936",1936-10-22,"Heisenberg, Werner (1901-1976)","Wägele, Rolf","Weigmann, Walter (1902-1945)",Brief
DE-611-HS-3805815,"Brief von Werner Heisenberg an Rolf Wägele, 18.12.1935 [Poststempel]",1935-12-18,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805826,"Brief von Werner Heisenberg an Rolf Wägele, 24.05.1936",1936-05-24,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805838,"Brief von Werner Heisenberg an Rolf Wägele, 10.10.1935",1935-10-10,"Heisenberg, Werner (1901-1976)","Wägele, Rolf","Weizsäcker, Carl Friedrich von (1912-2007)",Brief
DE-611-HS-3805854,"Brief von Werner Heisenberg an Rolf Wägele, 11.05.1929",1929-05-11,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805860,"Brief von Werner Heisenberg an Rolf Wägele, 28.09.1933",1933-09-28,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805868,"Brief von Werner Heisenberg an Rolf Wägele, 29.12.1932",1932-12-29,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3805908,"Brief von Werner Heisenberg an Rolf Wägele, 09.06.1934",1934-06-09,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3806417,"Brief von Werner Heisenberg an Rolf Wägele, 04.05.1928",1928-05-04,"Heisenberg, Werner (1901-1976)","Wägele, Rolf",,Brief
DE-611-HS-3476703,"Brief von Aloys Goergen von Akademie der Bildenden Künste München an Werner Heisenberg, 1900",1900,"Goergen, Aloys (1911-2005); Akademie der Bildenden Künste München (1808-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3798893,"Brief von Heinrich Pfeiffer an Werner Heisenberg, 18.02.1874",1874-02-18,"Pfeiffer, Heinrich (1927-2016)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3688730,"Brief von Unbekannt an Werner Heisenberg, 01.10.1923",1923-10-01,Unbekannt,"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3689047,"Brief von Otto Robert Frisch, Christian Møller, Georg Placzek, Léon Rosenfeld und Unbekannt von Københavns Universitet. Institut for Teoretisk Fysik an Werner Heisenberg, 21.02.1938",1938-02-21,"Frisch, Otto Robert (1904-1979) [vermutlich]; Møller, Christian (1904-1980); Placzek, Georg; Rosenfeld, Léon (1904-1974) [vermutlich]; Unbekannt; Københavns Universitet. Institut for Teoretisk Fysik (1921-1974)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3689256,"Brief von Felix Bloch von Stanford University. Department of Physics an Werner Heisenberg, 22.10.1938",1938-10-22,"Bloch, Felix (1905-1983); Stanford University. Department of Physics","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3690168,"Brief von Karl F. Bonhoeffer an Werner Heisenberg, 06.08.1937",1937-08-06,"Bonhoeffer, Karl F. (1899-1957)","Heisenberg, Werner (1901-1976)","Hund, Friedrich (1896-1997); Thiessen, Peter Adolf (1899-1990)",Brief
DE-611-HS-3691708,"Brief von Max Born von University of Edinburgh. Department of Mathematical Physics an Werner Heisenberg, 30.03.1937",1937-03-30,"Born, Max (1882-1970); University of Edinburgh. Department of Mathematical Physics","Heisenberg, Werner (1901-1976) [vermutlich]","Weisskopf, Victor Frederick (1908-2002)",Brief
DE-611-HS-3691732,"Brief von Max Born an Werner Heisenberg, 04.04.1934",1934-04-04,"Born, Max (1882-1970)","Heisenberg, Werner (1901-1976)","Heitler, Walter (1904-1981)",Brief
DE-611-HS-3691750,"Brief von Max Born an Werner Heisenberg, 04.07.1933",1933-07-04,"Born, Max (1882-1970)","Heisenberg, Werner (1901-1976)","Pauli, Wolfgang (1900-1958); Blackett, Patrick M. S. (1897-1974) [vermutlich]",Brief
DE-611-HS-3691767,"Brief von Max Born an Werner Heisenberg, 11.06.1933",1933-06-11,"Born, Max (1882-1970)","Heisenberg, Werner (1901-1976)","Planck, Max (1858-1947); Schrödinger, Erwin (1887-1961); Franck, James (1882-1964)",Brief
DE-611-HS-3692470,"Brief von Hendrik Brugt Gerhard Casimir an Werner Heisenberg, 23.10.1933",1933-10-23,"Casimir, Hendrik Brugt Gerhard (1909-2000) [vermutlich]","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3692566,"Brief von Richard Courant an Werner Heisenberg, 29.04.1934",1934-04-29,"Courant, Richard (1888-1972)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3692591,"Brief von Richard Courant an Werner Heisenberg, 26.12.1933",1933-12-26,"Courant, Richard (1888-1972)","Heisenberg, Werner (1901-1976)","Neugebauer, Otto (1899-1990); Born, Max (1882-1970)",Brief
DE-611-HS-3692596,"Brief von Max Delbrück an Werner Heisenberg, 12.04.1937",1937-04-12,"Delbrück, Max (1906-1981)","Heisenberg, Werner (1901-1976)","Dirac, P. A. M. (1902-1984)",Brief
DE-611-HS-3693035,"Brief von P. A. M. Dirac an Wolfgang Pauli, 11.11.1933",1933-11-11,"Dirac, P. A. M. (1902-1984)","Pauli, Wolfgang (1900-1958)",,Brief
DE-611-HS-3693047,"Brief von P. A. M. Dirac an Wolfgang Pauli, 07.12.1933",1933-12-07,"Dirac, P. A. M. (1902-1984)","Pauli, Wolfgang (1900-1958)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3695149,"Brief von Arnold Eucken an Werner Heisenberg, 05.07.1933",1933-07-05,"Eucken, Arnold (1884-1950)","Heisenberg, Werner (1901-1976)","Weyl, Hermann (1885-1955)",Brief
DE-611-HS-3695601,"Brief von Reinhold Fürth an Werner Heisenberg, 05.10.1933",1933-10-05,"Fürth, Reinhold (1893-1979)","Heisenberg, Werner (1901-1976)","Bohr, Niels (1885-1962)",Brief
DE-611-HS-3695723,"Brief von Hans Geiger von Eberhard Karls Universität Tübingen. Physikalisches Institut an Werner Heisenberg, 13.06.1934",1934-06-13,"Geiger, Hans (1882-1945); Eberhard Karls Universität Tübingen. Physikalisches Institut","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3695751,"Brief von Hans Geiger von Eberhard Karls Universität Tübingen. Physikalisches Institut an Werner Heisenberg, 01.12.1933",1933-12-01,"Geiger, Hans (1882-1945); Eberhard Karls Universität Tübingen. Physikalisches Institut","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3696157,"Brief von Walther Gerlach an Werner Heisenberg, 12.03.1937 [Mögl. Lesart]",1937-03-12,"Gerlach, Walther (1889-1979)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3696239,"Brief von Wander Johannes de Haas von Kamerlingh Onnes Laboratorium an Werner Heisenberg, 11.02.1939",1939-02-11,"Haas, Wander Johannes de (1878-1960); Kamerlingh Onnes Laboratorium","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3696549,"Brief von Karl Lark-Horovitz von Purdue University. Department of Physics an Werner Heisenberg an Universität Leipzig . Institut für Theoretische Physik (Leipzig), 14.10.1938",1938-10-14,,"Heisenberg, Werner (1901-1976); Universität Leipzig (Leipzig). Institut für Theoretische Physik","James, Hubert M. (1908-1986); Present, Richard David; Lanczos, Cornelius (1893-1974)",Brief
DE-611-HS-3699417,"Brief von Friedrich Hund an Werner Heisenberg, 27.03.1937",1937-03-27,"Hund, Friedrich (1896-1997)","Heisenberg, Werner (1901-1976)","Schrödinger, Erwin (1887-1961); Thirring, Hans (1888-1976) [vermutlich]",Brief
DE-611-HS-3699852,"Brief von Pascual Jordan an Werner Heisenberg, 06.06.1934",1934-06-06,"Jordan, Pascual (1902-1980)","Heisenberg, Werner (1901-1976)","Ioffe, Abram F.; Vahlen, Theodor (1869-1945); Lenard, Philipp (1862-1947); Stark, Johannes (1874-1957) [vermutlich]; Thomsen, Gerhard (1899-1934); Born, Max (1882-1970); Bohr, Niels (1885-1962)",Brief
DE-611-HS-3700269,"Brief von Hans Kienle an Werner Heisenberg, 14.01.1938",1938-01-14,"Kienle, Hans (1895-1975)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3700363,"Brief von Hendrik Anthony Kramers von Kamerlingh Onnes Laboratorium an Werner Heisenberg, 03.06.1935",1935-06-03,"Kramers, Hendrik Anthony (1894-1952); Kamerlingh Onnes Laboratorium","Heisenberg, Werner (1901-1976)","Casimir, Hendrik Brugt Gerhard (1909-2000)",Brief
DE-611-HS-3700375,"Brief von Hendrik Anthony Kramers von Kamerlingh Onnes Laboratorium an Werner Heisenberg, 26.04.1935",1935-04-26,"Kramers, Hendrik Anthony (1894-1952); Kamerlingh Onnes Laboratorium","Heisenberg, Werner (1901-1976)","Lorentz, Hendrik A. (1853-1928); Planck, Max (1858-1947); Fermi, Enrico (1901-1954); Klein, Oskar (1894-1977); Jordan, Pascual (1902-1980); Pauli, Wolfgang (1900-1958); Ehrenfest, Paul (1880-1933); Oppenheimer, J. Robert (1904-1967); Sommerfeld, Arnold (1868-1951); Born, Max (1882-1970)",Brief
DE-611-HS-3700441,"Brief von Hendrik Anthony Kramers von Physisch Laboratorium (Utrecht) an Werner Heisenberg, 10.09.1934",1934-09-10,"Kramers, Hendrik Anthony (1894-1952); Physisch Laboratorium (Utrecht)","Heisenberg, Werner (1901-1976)","Ornstein, Leonard Salomon; Sommerfeld, Arnold (1868-1951)",Brief
DE-611-HS-3700460,"Brief von Hendrik Anthony Kramers an Werner Heisenberg, 02.08.1934",1934-08-02,"Kramers, Hendrik Anthony (1894-1952)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3700474,"Brief von Hendrik Anthony Kramers von Physisch Laboratorium (Utrecht) an Werner Heisenberg, 18.05.1934",1934-05-18,"Kramers, Hendrik Anthony (1894-1952); Physisch Laboratorium (Utrecht)","Heisenberg, Werner (1901-1976)","Ornstein, Leonard Salomon; Kronig, Ralph; Casimir, Hendrik Brugt Gerhard (1909-2000); Uhlenbeck, George Eugène; Placzek, Georg",Brief
DE-611-HS-3700479,"Brief von Hendrik Anthony Kramers von Physisch Laboratorium (Utrecht) an Werner Heisenberg, 28.02.1934",1934-02-28,"Kramers, Hendrik Anthony (1894-1952); Physisch Laboratorium (Utrecht)","Heisenberg, Werner (1901-1976)","Ornstein, Leonard Salomon; Kronig, Ralph; Uhlenbeck, George Eugène",Brief
DE-611-HS-3700486,"Brief von Hendrik Anthony Kramers von Physisch Laboratorium (Utrecht) an Werner Heisenberg, 15.12.1933",1933-12-15,"Kramers, Hendrik Anthony (1894-1952); Physisch Laboratorium (Utrecht)","Heisenberg, Werner (1901-1976)","Beck, Guido (1903-1988); Bohr, Niels (1885-1962); Kronig, Ralph; Gentile, Giovannino (1906-1942); Bloch, Felix (1905-1983)",Brief
